expense_id,employee_id,department,seniority,submission_date,expense_date,category,amount,amount_local,currency,vendor_id,vendor_name,vendor_country,vendor_risk_score,payment_method,requires_approval,high_risk_category,has_receipt,receipt_quality,ocr_confidence,manual_review_required,num_attendees,project_code,cost_center,is_violation,violation_type,approval_status,approval_date,notes,employee_risk_score,previous_violations
967eb181-b6f7-42e6-8b35-1d7e882336a4,EMP0021,Sales,Mid-level,2023-11-07,2023-10-18,Training,1726.25,2301.66,CAD,6d102ccd-7d36-4cf9-b47f-ae6721285f2b,"Williams, Rivera and Johnson",Uzbekistan,0.9081372715527647,Personal Card,True,False,True,0.6949053943823141,0.9282269926986833,False,,,CC793,False,,Pending,,,0.40897145202958607,3
79a8f5de-9a5e-4ab0-a4ef-58390f38de9d,EMP0019,Marketing,Manager,2023-09-04,2023-09-01,Software Licenses,2117.86,1629.12,GBP,c6edbd93-7af2-4a28-b181-5920c6d3accd,Ware-Mason,Falkland Islands (Malvinas),0.7843492229037423,Digital Wallet,True,False,True,0.6103344858867134,0.8730951767668422,False,,,CC582,False,,Pending,,,0.13418629408751237,0
2c07c505-a54a-4657-9e01-46031d62225b,EMP0072,HR,Senior,2023-12-03,2023-11-19,Office Supplies,175.27,134.82,GBP,1cd5e2ca-a0db-48c6-851e-40db3dc223b6,"Lee, Leach and West",Guinea-Bissau,0.38290247305569647,Personal Card,False,False,True,0.4364917447018689,0.9312314561979029,False,,,CC851,False,,Pending,,,0.7727248458046121,2
0540662a-c0aa-4dfe-957a-0e25a489065a,EMP0085,Marketing,Senior,2024-10-15,2024-10-02,Conference,3603.82,2772.17,GBP,6ac54892-ea1c-4969-85a8-b4b849efccaf,Mack-Wiggins,Kiribati,0.8860458338358421,Invoice,True,False,True,0.4617456720496611,0.9799892211425092,False,,,CC370,False,,Pending,,,0.7774665163919258,2
749da5bc-75d6-4b5e-8042-a587bd537f31,EMP0095,Finance,Director,2024-08-30,2024-08-21,Conference,4997.5,4543.18,EUR,dc639a3e-d294-43d0-b0c9-781ad872d286,Payne-Lopez,Taiwan,0.9964632372048502,Cash,True,False,True,0.8179093318008395,0.9499815007700364,False,,,CC745,False,,Pending,,,0.5323991077752709,2
3435da0d-a33f-4378-95bc-82004e3b2f75,EMP0092,Sales,Executive,2024-09-27,2024-09-20,Client Meals,803.88,1071.84,CAD,300e4500-93f3-4008-8e09-623cb7c31288,Moore-Burns,Austria,0.87530539668813,Corporate Card,False,True,True,0.6775853370916491,0.7010779311558077,False,6.0,PRJ8447,CC559,False,,Pending,,,0.04468468001317505,0
0c6cecea-be6a-4b19-bca0-118aa2f2cd58,EMP0005,HR,Director,2024-10-04,2024-09-25,International Travel,8897.75,988639.06,JPY,f251bbb6-d733-4ae7-80c1-7e25c69eec58,Washington Inc,France,0.24201567156208192,Corporate Card,True,True,True,0.568841804405465,0.7627675765160807,False,,PRJ3214,CC429,True,delayed_submission,Pending,,,0.27777057318864895,0
b25dc60b-bfff-4071-89e5-a813d5e72b38,EMP0091,Sales,Director,2023-11-27,2023-10-28,International Travel,12579.49,16772.65,CAD,f251bbb6-d733-4ae7-80c1-7e25c69eec58,Washington Inc,France,0.24201567156208192,Cash,True,True,True,0.45159870397462587,0.7374955544803186,False,,PRJ5553,CC730,False,,Pending,,,0.5445716833330935,5
5ad9bc63-d993-4ac9-b918-e4ebee8379d2,EMP0044,Finance,Manager,2023-01-13,2023-01-02,Team Meals,413.77,45974.52,JPY,d5ae0f4e-eb30-4325-9307-73ba49d13628,Mitchell-Diaz,Botswana,0.9400542183938679,Personal Card,False,False,True,0.7920336742188413,0.7837002797644097,False,1.0,PRJ5627,CC140,False,,Pending,,,0.018024878983312953,0
f44200fe-ca14-483a-bf6b-0d2b3a88adbd,EMP0067,Research,Executive,2024-07-15,2024-06-17,Office Supplies,1035.56,1380.75,CAD,7e68759d-2d61-4a4c-b312-aac37d26a41a,Adams-Nielsen,Congo,0.5343607578584688,Corporate Card,False,False,True,0.9120993043335996,0.7473023923822834,False,,,CC646,False,,Pending,,,0.3255353289061359,4
0aabeda8-e226-4687-a333-a55f73e259c1,EMP0059,Marketing,Senior,2023-04-20,2023-03-22,Team Meals,278.0,278.0,USD,c5ebbfe6-0341-414e-8f12-82eba1d21841,"Paul, Perez and Hernandez",Suriname,0.7830279767794123,Invoice,False,False,True,0.5137089586779772,0.8046264483343664,False,5.0,,CC767,False,,Pending,,,0.5548839541360923,2
a12fc1b6-b2f8-4759-a39f-1fccc66db6ef,EMP0027,Executive,Director,2024-10-13,2024-09-18,Domestic Travel,15700.27,15700.27,USD,8d1596f3-01b8-4a04-b5ac-0c79d259e621,Diaz Group,Guyana,0.8438009976768155,Invoice,False,False,True,0.14398971555708073,0.770527212670786,False,,PRJ4973,CC274,False,,Pending,,,0.5491135129840964,3
3f39d175-9626-413b-b67e-11c7cbb6d503,EMP0014,Sales,Executive,2024-04-12,2024-04-08,Training,1936.9,1489.93,GBP,6d102ccd-7d36-4cf9-b47f-ae6721285f2b,"Williams, Rivera and Johnson",Uzbekistan,0.9081372715527647,Cash,True,False,True,0.592568864453969,0.9437615294706613,False,,PRJ8496,CC918,False,,Pending,,,0.25232172239818096,1
8e78a3de-f344-452d-aaa1-b2ab939187bd,EMP0034,Executive,Executive,2024-05-06,2024-04-08,Domestic Travel,19163.62,17421.47,EUR,b9f77d04-0633-4e2a-90df-d07141b3b8da,Nelson-Ortiz,American Samoa,0.31398811001179205,Invoice,False,False,True,0.5835961057228044,0.738841404981628,False,,PRJ5569,CC665,False,,Pending,,,0.7802303074657966,5
2e27db92-cd39-4a93-9043-791b7ad8c0cb,EMP0053,Marketing,Manager,2023-12-20,2023-11-28,Client Meals,597.81,66423.35,JPY,68cbd1ee-9726-4880-8fad-7f49440092ef,Kane-Mcconnell,Rwanda,0.6099621296753441,Cash,False,True,True,0.2693735874826134,0.7225072129312896,False,2.0,PRJ6248,CC507,False,,Pending,,,0.22356463208860278,3
13cdc632-3515-4a93-ac7c-5063c34c6b66,EMP0080,HR,Director,2024-12-06,2024-12-06,International Travel,3150.99,4201.32,CAD,7df2a399-e178-4b09-b37e-00408c556e30,Montoya and Sons,Tanzania,0.08135853409967364,Cash,True,True,True,0.7524845881394555,0.7510594691344551,False,,PRJ5795,CC770,False,,Pending,,,0.7381897689155954,1
f1b37f0a-421d-4800-a627-bf54b581c86c,EMP0055,Sales,Executive,2024-09-22,2024-09-10,Office Supplies,118.17,107.43,EUR,37331e1e-9c69-44f0-bcb8-b1463208674b,Sanders PLC,Netherlands Antilles,0.8079888665731314,Cash,False,False,True,0.830237704379446,0.7901449758171291,False,,,CC773,False,,Pending,,Firm financial question fight strong. Attention benefit risk month too yes reason.,0.800140395193523,1
2e12e15b-bcf3-43c9-8675-dc29e8af8e76,EMP0037,Engineering,Executive,2023-08-06,2023-07-13,International Travel,21446.65,2382961.33,JPY,9f9231cc-1ff5-4036-a2c8-f7504247a6e1,Martinez LLC,Mozambique,0.8247021438412551,Cash,True,True,False,0.6375607759500689,0.8429358234753567,False,,,CC954,False,,Pending,,Walk player onto they front hotel current everything. Serve benefit space.,0.41332452077420045,2
eac9c4ff-58b7-42a0-aa9c-ba891a03e7e8,EMP0098,Marketing,Junior,2023-08-09,2023-08-03,International Travel,14060.67,12782.43,EUR,2dc535de-992a-43f9-a2c6-a00904eacba8,Sanford and Sons,Norfolk Island,0.6470587511046095,Invoice,True,True,True,0.7954587886715428,0.8497720017435748,False,,,CC583,True,over_budget,Pending,,,0.8902253532029172,2
24ba69bb-35c3-479f-872c-f4533f9a669b,EMP0002,Marketing,Manager,2024-09-29,2024-09-28,Conference,4079.0,453222.7,JPY,6ac54892-ea1c-4969-85a8-b4b849efccaf,Mack-Wiggins,Kiribati,0.8860458338358421,Personal Card,True,False,True,0.0032734340749838164,0.8216598313030156,False,,,CC776,False,,Pending,,,0.23713685710679488,3
10d9370a-455c-41ab-8b45-e8ac86901f8b,EMP0040,Marketing,Director,2023-08-01,2023-07-07,Training,1786.69,2382.25,CAD,06a8e77f-e29b-44be-8a95-2573d0052bb1,Preston-Rios,Congo,0.2837358226024277,Cash,True,False,True,0.9276335870312423,0.885228217459031,False,,PRJ6994,CC840,False,,Pending,,,0.007890007948932576,3
17c0d0ee-17c9-475f-9f57-4c737bf02feb,EMP0098,Marketing,Junior,2024-08-22,2024-08-22,Office Supplies,435.59,580.79,CAD,37331e1e-9c69-44f0-bcb8-b1463208674b,Sanders PLC,Netherlands Antilles,0.8079888665731314,Invoice,False,False,True,0.5546297015268187,0.8857264532169971,True,,PRJ1831,CC360,False,,Pending,,,0.8902253532029172,2
314855f0-7ff7-4fd7-a17e-3beea99819ee,EMP0084,Marketing,Senior,2023-12-06,2023-11-27,International Travel,7801.41,10401.88,CAD,614988ec-d669-4ad6-809f-b80a70c64031,"Chandler, Jones and Clayton",Bulgaria,0.21403321102054995,Personal Card,True,True,False,0.6200897092860751,0.9992443318184878,False,,PRJ8808,CC663,True,missing_documentation,Pending,,,0.35393684503192135,1
592da674-73ac-4ea0-b189-c0d99b37bd32,EMP0097,Executive,Senior,2024-12-14,2024-12-10,Training,3817.48,3817.48,USD,06a8e77f-e29b-44be-8a95-2573d0052bb1,Preston-Rios,Congo,0.2837358226024277,Cash,True,False,True,0.5463282604113631,0.8176985679246397,False,,PRJ8242,CC423,False,,Pending,,,0.19095776024144095,0
7c54c7a5-8999-4948-a88e-8f45459c46b8,EMP0097,Executive,Senior,2023-05-30,2023-05-25,Training,1548.19,172021.31,JPY,cfef0880-815a-453b-b824-1b5ea08be3ca,"Fuller, Jones and Neal",Netherlands,0.3228827587050994,Personal Card,True,False,True,0.3868928574982654,0.8479824023041084,False,,PRJ4177,CC799,False,,Pending,,Person stay long. Fact throughout writer agree attention society street. Than white remember.,0.19095776024144095,0
9628641a-a167-44ab-a374-cd734b750f3d,EMP0040,Marketing,Director,2023-12-01,2023-11-19,International Travel,4926.93,4479.02,EUR,456105a6-01ce-4974-868f-cf9f9579b84c,Floyd-Thomas,Cyprus,0.775539201275726,Cash,True,True,True,0.8628576337520193,0.8900112427022697,False,,,CC207,False,,Pending,,,0.007890007948932576,3
4c7e3595-5aea-4378-a6fc-adc3d9ddbfc0,EMP0014,Sales,Executive,2024-12-20,2024-11-30,Software Licenses,2828.83,3771.77,CAD,c6edbd93-7af2-4a28-b181-5920c6d3accd,Ware-Mason,Falkland Islands (Malvinas),0.7843492229037423,Corporate Card,True,False,True,0.7229608663636097,0.8283957028622392,False,,,CC620,False,,Pending,,,0.25232172239818096,1
9e211751-8ae6-41d7-9fde-25ebf3935794,EMP0083,Finance,Mid-level,2024-01-17,2024-01-06,International Travel,10621.79,8170.61,GBP,1949d963-69cf-4aaf-b857-a19baeecac2a,White Inc,Saint Pierre and Miquelon,0.15924460672505525,Cash,True,True,True,0.9067187854293084,0.7024289513569285,False,,PRJ6192,CC454,False,,Pending,,,0.17866768104576325,3
3b939171-6e23-4baa-81c4-173ca92773b8,EMP0016,Executive,Director,2024-02-12,2024-01-24,Training,2513.62,2285.11,EUR,37331e1e-9c69-44f0-bcb8-b1463208674b,Sanders PLC,Netherlands Antilles,0.8079888665731314,Personal Card,True,False,True,0.1064982920394002,0.7635359542239584,False,,,CC385,True,unauthorized_category,Pending,,,0.679708597718865,4
2499e9f6-3ad1-4dc7-a08c-69336e2ac4b4,EMP0045,Sales,Junior,2024-05-17,2024-05-09,Team Meals,230.67,307.56,CAD,42409787-1da9-4266-b50d-9405860342fd,Shaw Ltd,Antigua and Barbuda,0.9760373571165112,Personal Card,False,False,True,0.7405914505924877,0.8982526385605801,False,1.0,PRJ3536,CC391,False,,Pending,,,0.3903163654121381,0
beffb4f4-a7b5-46d9-b919-258945d497d2,EMP0056,Marketing,Manager,2024-08-21,2024-08-02,Domestic Travel,1414.46,1285.88,EUR,7df2a399-e178-4b09-b37e-00408c556e30,Montoya and Sons,Tanzania,0.08135853409967364,Cash,False,False,True,0.1781965641519192,0.9328071734795005,False,,,CC419,False,,Pending,,,0.9479488668337804,2
199f08d6-1f83-4263-8716-f0f2b4d9f066,EMP0054,Marketing,Executive,2024-03-25,2024-02-24,Client Meals,437.56,437.56,USD,f6a2b3ae-9e13-4c50-bb9f-fea80ea7373a,"Oliver, Simpson and Mora",Belize,0.77108648728801,Digital Wallet,False,True,True,0.1849021005650825,0.7607991406467725,False,4.0,PRJ5417,CC917,False,,Pending,,,0.42185004061086584,5
2a23d9e8-b19e-4b52-bfbf-340c2c30d304,EMP0098,Marketing,Junior,2024-12-21,2024-11-27,International Travel,1592.54,176948.74,JPY,2dc535de-992a-43f9-a2c6-a00904eacba8,Sanford and Sons,Norfolk Island,0.6470587511046095,Invoice,True,True,True,0.8534838745918593,0.7963831619024838,False,,PRJ3344,CC603,False,,Pending,,,0.8902253532029172,2
4b53d6d0-0c82-411b-b094-808aeb46cc17,EMP0058,Research,Junior,2024-02-28,2024-02-26,Hardware,2494.6,3326.14,CAD,c6edbd93-7af2-4a28-b181-5920c6d3accd,Ware-Mason,Falkland Islands (Malvinas),0.7843492229037423,Personal Card,True,True,True,0.35941036606645316,0.8051038221253062,False,,,CC269,False,,Pending,,,0.735424823280134,3
46e18bbe-dc25-4948-ae45-bdd3a62e7558,EMP0050,Sales,Director,2023-02-07,2023-01-31,Office Supplies,376.14,341.94,EUR,1222a72a-f210-4128-8609-cb7ff417f3b6,King-Smith,Brazil,0.04724833245728732,Personal Card,False,False,True,0.4491973070855184,0.7494990041492396,False,,,CC363,False,,Pending,,Than manager both instead us. Prove throughout current speak own.,0.18074614633116648,4
1b239b0c-82a6-4c57-97e8-f6e31d6922b4,EMP0018,Finance,Junior,2023-05-04,2023-04-18,Office Supplies,305.91,407.88,CAD,e661f417-73d1-483d-9650-16dfcfa20746,Harper-Weber,Kuwait,0.07102856260553747,Cash,False,False,True,0.8015660923067083,0.9153544505702953,False,,,CC702,False,,Pending,,,0.333910522765971,2
71d12c40-dfec-4717-bc7c-14f9e4694daf,EMP0081,Executive,Director,2025-01-12,2024-12-29,Office Supplies,650.9,500.7,GBP,7e68759d-2d61-4a4c-b312-aac37d26a41a,Adams-Nielsen,Congo,0.5343607578584688,Invoice,False,False,True,0.13219467605079516,0.9150963471756399,False,,,CC294,False,,Pending,,Do long once. Return either let member economic score. Reason financial occur.,0.14349193144119732,2
ba99f3dc-7aac-436b-87cc-8d734bd93639,EMP0005,HR,Director,2024-05-15,2024-04-18,Domestic Travel,1353.71,1041.31,GBP,b9f77d04-0633-4e2a-90df-d07141b3b8da,Nelson-Ortiz,American Samoa,0.31398811001179205,Cash,False,False,True,0.06889704169432442,0.7366938561240727,False,,PRJ5130,CC150,False,,Pending,,,0.27777057318864895,0
c0d46115-b5ac-4605-a7a7-837e8f5ad4f3,EMP0063,HR,Mid-level,2024-02-21,2024-02-12,International Travel,5251.08,4773.71,EUR,f251bbb6-d733-4ae7-80c1-7e25c69eec58,Washington Inc,France,0.24201567156208192,Cash,True,True,True,0.21916713430432733,0.7267565087722516,False,,,CC725,False,,Pending,,,0.08586334684094066,0
172ee720-12cb-4195-a791-db325690d783,EMP0044,Finance,Manager,2023-09-30,2023-09-05,Hardware,2727.9,3637.21,CAD,cfbd1442-6ec4-488f-b39e-0d6ffe1b823c,Martinez-Ortiz,Iraq,0.3100051627238939,Invoice,True,True,True,0.6231865179019868,0.9050988828485421,False,,PRJ5193,CC806,False,,Pending,,,0.018024878983312953,0
e54a9246-ab5b-41ed-9a81-e1fe637910fd,EMP0059,Marketing,Senior,2024-01-02,2023-12-22,Software Licenses,2066.5,2755.34,CAD,c6edbd93-7af2-4a28-b181-5920c6d3accd,Ware-Mason,Falkland Islands (Malvinas),0.7843492229037423,Corporate Card,True,False,True,0.5973329428544863,0.908342479660128,False,,,CC381,False,,Pending,,,0.5548839541360923,2
b024bfac-f782-4f2a-90b9-8c662bca37b0,EMP0065,Finance,Mid-level,2023-08-06,2023-07-29,Domestic Travel,3937.72,3937.72,USD,3c89c428-dd8b-46bb-b8ef-d33aaacf358d,Cohen-Lewis,Angola,0.30905979818894924,Digital Wallet,False,False,True,0.26027501823199484,0.7484920463130809,True,,,CC691,False,,Pending,,,0.8543339023688052,2
4b6eb0e3-6ccb-404c-9e49-30557b6bc3d1,EMP0033,Research,Senior,2023-02-11,2023-01-22,Client Meals,171.88,229.18,CAD,04a3e4e0-b3d5-4f01-8751-41c3846b121e,"Sullivan, Parks and Bradley",Peru,0.4762105326085243,Personal Card,False,True,True,0.05763189079077524,0.8280058895611979,False,5.0,,CC722,True,unusual_pattern,Pending,,,0.7184281113528554,4
47cb7a42-3aa4-4e83-aa21-4bc44ec230c7,EMP0029,Research,Executive,2024-10-26,2024-10-22,Domestic Travel,3567.74,2744.41,GBP,456105a6-01ce-4974-868f-cf9f9579b84c,Floyd-Thomas,Cyprus,0.775539201275726,Invoice,False,False,False,0.7019959745331525,0.8282448560695459,False,,,CC256,False,,Pending,,Build development nice. Strategy there value test. Condition challenge discussion role human line.,0.168975434041714,2
4e9c9934-d31a-4a71-bfd3-9c0cef154b58,EMP0041,Finance,Manager,2023-01-25,2023-01-25,Software Licenses,1532.41,1178.78,GBP,a85ec083-6dca-4abb-9db7-48f6a96f304e,"Bowman, Baker and Schwartz",Norfolk Island,0.053518783175727,Invoice,True,False,True,0.25794541393123593,0.90578671117791,False,,,CC253,False,,Pending,,,0.33034527025347793,1
b2a54b28-0fe2-44e8-b538-2ee2f8120035,EMP0014,Sales,Executive,2023-05-02,2023-04-24,Hardware,3776.98,2905.37,GBP,c6edbd93-7af2-4a28-b181-5920c6d3accd,Ware-Mason,Falkland Islands (Malvinas),0.7843492229037423,Cash,True,True,True,0.28059069517012203,0.8297946184067955,False,,,CC797,False,,Pending,,,0.25232172239818096,1
4d409b9e-c51f-47f9-b58e-575f620b7029,EMP0038,Research,Junior,2023-03-02,2023-02-06,Hardware,1336.39,1781.86,CAD,3c89c428-dd8b-46bb-b8ef-d33aaacf358d,Cohen-Lewis,Angola,0.30905979818894924,Digital Wallet,True,True,True,0.4813822252001557,0.7391971649772185,True,,PRJ2308,CC524,True,unauthorized_category,Pending,,Common bring scientist western age. Debate door question and. Tree remain meet fall until.,0.8634334290627419,4
03820dab-0483-4e16-9a31-bbaabdefcf0c,EMP0031,Research,Director,2024-09-18,2024-09-01,Office Supplies,1114.7,1114.7,USD,37331e1e-9c69-44f0-bcb8-b1463208674b,Sanders PLC,Netherlands Antilles,0.8079888665731314,Corporate Card,False,False,True,0.09711540217304404,0.8437645366663522,False,,,CC844,False,,Pending,,,0.8810105418290438,2
10f47650-12de-4cdd-8036-5a36e1ff5036,EMP0049,Research,Manager,2024-10-15,2024-09-25,Client Meals,975.85,975.85,USD,5d5d1ae8-2905-4136-aa2b-c98d38b8cb9a,"Bowman, Austin and Christian",Cayman Islands,0.5859234637770298,Corporate Card,False,True,True,0.48265712198497146,0.8053712057018645,False,5.0,PRJ5741,CC170,False,,Pending,,,0.10536956393373076,0
4b01ba28-7b23-420c-990d-c250dbc3e36d,EMP0037,Engineering,Executive,2023-08-16,2023-07-21,Domestic Travel,9779.04,9779.04,USD,bb8285b5-0366-49ec-aca5-d28b025a9472,Barnett and Sons,Cote d'Ivoire,0.7220618938586955,Invoice,False,False,True,0.03735859354914828,0.9036890982650525,False,,,CC399,True,over_budget,Pending,,Generation oil few possible. Form factor on.,0.41332452077420045,2
a8a96e83-9ea4-4721-a5f7-4de96d8ddb1f,EMP0055,Sales,Executive,2023-04-25,2023-03-28,International Travel,2530.6,3374.13,CAD,ce84b4fd-28c3-4c1b-9ec0-9eb4b9aa818f,Williams LLC,Thailand,0.6971924975702819,Personal Card,True,True,True,0.21446864821102796,0.9768168397780181,False,,,CC975,False,,Pending,,,0.800140395193523,1
7ed2fd10-a8a1-47f7-b3e3-4a2b09ca6325,EMP0073,Marketing,Mid-level,2024-04-24,2024-04-14,International Travel,6672.37,5132.59,GBP,76f0d537-ae46-401c-868f-21c4d4c46722,Hull-Morris,Moldova,0.6898380175296277,Digital Wallet,True,True,True,0.5800060855511034,0.7632558965472844,False,,PRJ3784,CC996,False,,Pending,,,0.5843403466152017,1
bae70b84-5021-4107-a08b-1b8be36cc00b,EMP0061,Research,Executive,2023-11-20,2023-11-01,Team Meals,346.01,346.01,USD,c5ebbfe6-0341-414e-8f12-82eba1d21841,"Paul, Perez and Hernandez",Suriname,0.7830279767794123,Personal Card,False,False,True,0.6448823235033996,0.953939582565377,False,7.0,PRJ9191,CC301,False,,Pending,,,0.638741844930501,4
2765f091-bbad-4d7b-8564-0ab2711ce607,EMP0078,Marketing,Executive,2024-04-25,2024-04-21,Domestic Travel,1655.01,1655.01,USD,2dc535de-992a-43f9-a2c6-a00904eacba8,Sanford and Sons,Norfolk Island,0.6470587511046095,Personal Card,False,False,True,0.1637232362180958,0.7612493908319069,False,,,CC969,False,,Pending,,,0.9110894851765188,2
9f808080-3815-441d-b67d-d39ccd19e4ce,EMP0020,Sales,Junior,2024-07-07,2024-06-22,Software Licenses,1973.69,1794.27,EUR,f6a7daa8-9566-4575-bd23-34c5018edb0e,"Bryant, Jones and Thompson",Netherlands,0.0016798787849491292,Personal Card,True,False,True,0.7264270147913703,0.9718271402178682,False,,,CC514,False,,Pending,,,0.10618911428716271,0
20cd114f-fb89-4471-a1ce-cf226a3b642b,EMP0039,Research,Executive,2024-03-17,2024-02-20,International Travel,22967.69,17667.46,GBP,0604223a-0e2d-45ed-aae9-f7e6a8db5bdf,Orr LLC,Peru,0.18015800030990348,Personal Card,True,True,True,0.8088173557636941,0.8688233120020243,False,,PRJ9101,CC762,False,,Pending,,,0.36253286856865097,2
c8264240-bbaf-4c42-a668-ae8234777eb4,EMP0078,Marketing,Executive,2024-12-14,2024-12-08,Office Supplies,718.15,79794.43,JPY,654b0008-03c6-449c-ac10-748b14b4ef5b,Adams PLC,French Polynesia,0.4311361762452578,Digital Wallet,False,False,True,0.6714627712945443,0.907528901649702,False,,PRJ7277,CC168,False,,Pending,,,0.9110894851765188,2
baa6a905-2593-4f46-a9b6-a018dd9a1862,EMP0018,Finance,Junior,2024-07-18,2024-07-04,Domestic Travel,3397.56,4530.08,CAD,64e928a0-859e-4824-bab0-63441ccc0b1d,"Melton, Washington and Lopez",Togo,0.07105563774551138,Personal Card,False,False,True,0.7682334784775835,0.9388633270417038,False,,,CC815,False,,Pending,,,0.333910522765971,2
217e6054-4ac6-40d8-927d-30b4626df05b,EMP0048,Marketing,Director,2024-01-17,2024-01-16,International Travel,7914.2,7914.2,USD,1949d963-69cf-4aaf-b857-a19baeecac2a,White Inc,Saint Pierre and Miquelon,0.15924460672505525,Personal Card,True,True,True,0.3023262412681118,0.821728835790083,True,,PRJ9119,CC863,True,policy_violation,Pending,,General event establish visit too. Hope may interesting give article general us.,0.6393580169054744,5
354b992b-ad94-4791-9214-b644bcc424ef,EMP0002,Marketing,Manager,2023-04-01,2023-03-04,International Travel,10649.36,9681.23,EUR,7df2a399-e178-4b09-b37e-00408c556e30,Montoya and Sons,Tanzania,0.08135853409967364,Invoice,True,True,True,0.17565635234539534,0.8237842603976512,False,,,CC194,True,unusual_pattern,Pending,,,0.23713685710679488,3
91c67cae-8a11-4ae0-a571-dbec4c326feb,EMP0094,Finance,Mid-level,2024-03-25,2024-02-26,Domestic Travel,3110.21,2392.47,GBP,0604223a-0e2d-45ed-aae9-f7e6a8db5bdf,Orr LLC,Peru,0.18015800030990348,Invoice,False,False,True,0.7843543963166946,0.7986356800256674,True,,,CC955,False,,Pending,,,0.695206309796596,1
522bf800-a1eb-4c69-aa53-c06372d36057,EMP0048,Marketing,Director,2023-12-30,2023-12-03,Training,1337.47,148607.66,JPY,6ac54892-ea1c-4969-85a8-b4b849efccaf,Mack-Wiggins,Kiribati,0.8860458338358421,Invoice,True,False,True,0.5120831337943803,0.9294026097646946,False,,,CC581,False,,Pending,,,0.6393580169054744,5
b1a0a396-6308-4072-885d-59c2e5ac3b7f,EMP0071,Executive,Mid-level,2023-03-13,2023-02-23,International Travel,16348.99,21798.65,CAD,b9f77d04-0633-4e2a-90df-d07141b3b8da,Nelson-Ortiz,American Samoa,0.31398811001179205,Personal Card,True,True,True,0.6972630486605826,0.8113021540807218,False,,,CC508,False,,Pending,,,0.9026859155392961,2
e2d99321-5a75-4453-8903-35fff9fd87c7,EMP0033,Research,Senior,2024-03-10,2024-02-22,Conference,3733.38,3733.38,USD,6d102ccd-7d36-4cf9-b47f-ae6721285f2b,"Williams, Rivera and Johnson",Uzbekistan,0.9081372715527647,Cash,True,False,True,0.49742870355946545,0.7108584723439667,False,,,CC193,False,,Pending,,,0.7184281113528554,4
b3998351-2813-4663-bd26-f8db77a93e18,EMP0087,Finance,Manager,2023-10-16,2023-10-14,International Travel,6538.34,726482.48,JPY,bb8285b5-0366-49ec-aca5-d28b025a9472,Barnett and Sons,Cote d'Ivoire,0.7220618938586955,Corporate Card,True,True,True,0.021692311323613156,0.9368007805573986,False,,PRJ7633,CC563,False,,Pending,,,0.7837978184500771,3
4ef6ea09-17fd-4647-9e39-e50fd0a8b6a8,EMP0083,Finance,Mid-level,2024-12-21,2024-12-03,Client Meals,304.84,234.49,GBP,42409787-1da9-4266-b50d-9405860342fd,Shaw Ltd,Antigua and Barbuda,0.9760373571165112,Digital Wallet,False,True,True,0.4412768183024939,0.9112491849137201,False,3.0,,CC538,False,,Pending,,,0.17866768104576325,3
d914d290-09d9-4a95-ba70-b7d62dbbcf62,EMP0033,Research,Senior,2023-04-15,2023-04-08,Training,2331.79,2119.81,EUR,a857af61-ea60-49d9-9a34-639b0590c868,Barnett-Mcpherson,Cocos (Keeling) Islands,0.9334152005301938,Invoice,True,False,True,0.5670834229167855,0.8406427201522357,True,,,CC836,False,,Pending,,Later full require unit trial result. Realize analysis ago letter race parent.,0.7184281113528554,4
0808dfc5-7c1e-41e9-9d88-573320db3ad7,EMP0028,HR,Manager,2023-09-20,2023-09-11,Software Licenses,704.94,542.26,GBP,f6a7daa8-9566-4575-bd23-34c5018edb0e,"Bryant, Jones and Thompson",Netherlands,0.0016798787849491292,Digital Wallet,True,False,True,0.27042371207551463,0.7796948480071375,False,,PRJ8535,CC918,False,,Pending,,,0.23088455182076406,3
6fff0a02-b18b-433c-8efe-995d704a804b,EMP0039,Research,Executive,2023-07-09,2023-07-03,Domestic Travel,11327.98,15103.98,CAD,76f0d537-ae46-401c-868f-21c4d4c46722,Hull-Morris,Moldova,0.6898380175296277,Invoice,False,False,True,0.4016663782461366,0.8589510699957493,True,,,CC995,False,,Pending,,,0.36253286856865097,2
a2579635-27e8-43c5-8b32-1e8343d775aa,EMP0013,Sales,Director,2024-09-27,2024-09-06,Office Supplies,186.1,248.13,CAD,e661f417-73d1-483d-9650-16dfcfa20746,Harper-Weber,Kuwait,0.07102856260553747,Cash,False,False,True,0.9214808662531506,0.7754179439965172,False,,,CC449,False,,Pending,,,0.2631439311091016,4
85373ef4-ce1f-4b0f-9d73-a7c89ea21103,EMP0074,HR,Senior,2023-12-24,2023-12-15,International Travel,7354.19,817132.67,JPY,f251bbb6-d733-4ae7-80c1-7e25c69eec58,Washington Inc,France,0.24201567156208192,Cash,True,True,True,0.095603678160325,0.8166690975403,True,,,CC191,False,,Pending,,,0.9613856550818768,3
ce5ef9ff-5dc2-45c8-afdb-785932de1c5e,EMP0002,Marketing,Manager,2023-06-08,2023-05-17,International Travel,5293.47,4812.24,EUR,64e928a0-859e-4824-bab0-63441ccc0b1d,"Melton, Washington and Lopez",Togo,0.07105563774551138,Digital Wallet,True,True,True,0.26676936270374396,0.9261060968107898,False,,,CC122,False,,Pending,,,0.23713685710679488,3
