expense_id,employee_id,department,submission_date,expense_date,amount,currency,vendor,category,payment_method,has_justification,is_violation
EXP000219,EMP017,HR,12/11/2024,12/2/2024,722.09,USD,Tech Store,Training,Personal Card,TRUE,FALSE
EXP000220,EMP015,Sales,3/4/2024,2/5/2024,1202.73,USD,Restaurant A,Technology,Corporate Card,TRUE,FALSE
EXP000221,EMP026,Marketing,2/20/2024,1/25/2024,126.48,USD,Office Store,Meals,Personal Card,TRUE,FALSE
EXP000222,EMP015,Engineering,10/27/2024,10/22/2024,1222.62,USD,Tech Store,Technology,Cash,TRUE,FALSE
EXP000223,EMP005,HR,6/29/2024,5/31/2024,75.39,USD,Tech Store,Office Supplies,Corporate Card,TRUE,FALSE
EXP000224,EMP021,HR,8/28/2024,8/17/2024,76.97,USD,Restaurant A,Office Supplies,Cash,FALSE,FALSE
EXP000225,EMP007,Engineering,2/3/2024,1/12/2024,301.36,USD,Local Restaurant,Office Supplies,Corporate Card,TRUE,FALSE
EXP000226,EMP025,Finance,4/23/2024,4/6/2024,229.69,USD,Airlines Corp,Office Supplies,Personal Card,TRUE,FALSE
EXP000227,EMP023,Finance,12/19/2024,11/21/2024,469.54,USD,Restaurant A,Travel,Corporate Card,TRUE,TRUE
EXP000228,EMP008,HR,2/21/2024,1/25/2024,198.56,USD,Training Corp,Meals,Personal Card,TRUE,TRUE
EXP000229,EMP006,Marketing,2/22/2024,2/15/2024,2173.76,USD,Hotel Chain,Training,Personal Card,TRUE,TRUE
EXP000230,EMP046,Finance,2/29/2024,2/19/2024,328.11,USD,Airlines Corp,Office Supplies,Corporate Card,TRUE,FALSE
EXP000231,EMP026,Finance,4/19/2024,3/23/2024,763.75,USD,Airlines Corp,Technology,Corporate Card,TRUE,FALSE
EXP000232,EMP005,HR,9/24/2024,9/15/2024,213.55,USD,Local Restaurant,Office Supplies,Cash,TRUE,FALSE
EXP000233,EMP008,Sales,5/21/2024,4/30/2024,158.21,USD,Hotel Chain,Technology,Personal Card,TRUE,FALSE
EXP000234,EMP008,Finance,9/12/2024,9/3/2024,122.83,USD,Tech Store,Office Supplies,Cash,TRUE,FALSE
EXP000235,EMP015,HR,12/31/2024,12/16/2024,125.6,USD,Local Restaurant,Office Supplies,Personal Card,TRUE,FALSE
EXP000236,EMP050,Engineering,8/22/2024,7/30/2024,1498.15,USD,Local Restaurant,Technology,Corporate Card,FALSE,FALSE
EXP000237,EMP024,Marketing,2/18/2024,1/24/2024,395.3,USD,Tech Store,Training,Personal Card,TRUE,FALSE
EXP000238,EMP001,Marketing,7/27/2024,7/25/2024,1281.51,USD,Tech Store,Travel,Corporate Card,TRUE,FALSE
EXP000239,EMP035,Sales,3/10/2024,2/19/2024,103.97,USD,Restaurant A,Meals,Corporate Card,TRUE,FALSE
EXP000240,EMP044,HR,1/11/2024,12/12/2023,359.9,USD,Local Restaurant,Office Supplies,Corporate Card,TRUE,FALSE
EXP000241,EMP002,Engineering,7/11/2024,7/4/2024,1571.29,USD,Tech Store,Technology,Personal Card,FALSE,FALSE
EXP000242,EMP015,HR,12/31/2024,12/13/2024,1002.7,USD,Local Restaurant,Training,Cash,TRUE,FALSE
EXP000243,EMP039,HR,1/29/2024,1/21/2024,9774.35,USD,Office Store,Travel,Corporate Card,TRUE,TRUE
EXP000244,EMP018,Engineering,5/20/2024,5/11/2024,248.92,USD,Restaurant A,Travel,Cash,TRUE,TRUE
EXP000245,EMP040,Sales,1/2/2024,12/21/2023,159.83,USD,Office Store,Meals,Cash,TRUE,FALSE
EXP000246,EMP011,Engineering,4/1/2024,3/5/2024,882.21,USD,Airlines Corp,Training,Personal Card,TRUE,FALSE
EXP000247,EMP043,Sales,9/21/2024,9/6/2024,717.81,USD,Local Restaurant,Travel,Corporate Card,TRUE,FALSE
EXP000248,EMP008,Engineering,12/21/2024,12/16/2024,1419,USD,Restaurant A,Technology,Cash,TRUE,FALSE
EXP000249,EMP027,Marketing,2/11/2024,1/23/2024,1246.17,USD,Office Store,Training,Corporate Card,TRUE,TRUE
EXP000250,EMP029,Engineering,4/19/2024,3/31/2024,782.42,USD,Restaurant A,Technology,Cash,TRUE,FALSE
EXP000251,EMP028,Finance,10/13/2024,10/8/2024,269.83,USD,Training Corp,Travel,Cash,FALSE,TRUE
EXP000252,EMP013,Finance,9/8/2024,8/30/2024,62.59,USD,Local Restaurant,Meals,Personal Card,TRUE,TRUE
EXP000253,EMP015,Engineering,4/7/2024,3/27/2024,188.17,USD,Tech Store,Technology,Personal Card,TRUE,FALSE
EXP000254,EMP033,Sales,2/1/2024,1/31/2024,2530.61,USD,Local Restaurant,Travel,Cash,TRUE,FALSE
EXP000255,EMP029,Engineering,4/29/2024,4/4/2024,170.76,USD,Training Corp,Office Supplies,Cash,TRUE,FALSE
EXP000256,EMP009,Finance,3/17/2024,2/25/2024,185.53,USD,Office Store,Office Supplies,Cash,TRUE,FALSE
EXP000257,EMP024,Sales,6/18/2024,6/7/2024,982.08,USD,Training Corp,Technology,Corporate Card,FALSE,FALSE
EXP000258,EMP030,Engineering,5/10/2024,5/7/2024,786.15,USD,Airlines Corp,Training,Personal Card,TRUE,FALSE
EXP000259,EMP032,HR,12/13/2024,11/29/2024,7896.59,USD,Airlines Corp,Travel,Cash,TRUE,TRUE
EXP000260,EMP042,Sales,1/30/2024,1/22/2024,201.94,USD,Tech Store,Office Supplies,Corporate Card,TRUE,TRUE
EXP000261,EMP002,Marketing,11/22/2024,11/20/2024,1297.77,USD,Online Retailer,Travel,Cash,TRUE,FALSE
EXP000262,EMP048,Sales,7/8/2024,7/8/2024,573.65,USD,Hotel Chain,Travel,Cash,FALSE,FALSE
EXP000263,EMP005,Engineering,11/5/2024,11/2/2024,495.16,USD,Hotel Chain,Training,Cash,TRUE,FALSE
EXP000264,EMP010,Engineering,5/11/2024,5/5/2024,245.05,USD,Office Store,Office Supplies,Cash,TRUE,FALSE
EXP000265,EMP044,HR,4/25/2024,4/11/2024,1025.91,USD,Training Corp,Training,Corporate Card,TRUE,FALSE
EXP000266,EMP015,Sales,8/16/2024,7/28/2024,2035.88,USD,Office Store,Travel,Cash,TRUE,FALSE
EXP000267,EMP038,Sales,12/3/2024,11/9/2024,108.31,USD,Training Corp,Technology,Personal Card,TRUE,FALSE
EXP000268,EMP032,Finance,9/12/2024,8/23/2024,496.94,USD,Online Retailer,Technology,Personal Card,TRUE,FALSE
EXP000269,EMP003,Finance,1/6/2024,12/25/2023,260.78,USD,Hotel Chain,Technology,Personal Card,FALSE,FALSE
EXP000270,EMP039,Sales,3/17/2024,2/21/2024,8467.43,USD,Tech Store,Travel,Corporate Card,TRUE,TRUE
EXP000271,EMP041,Sales,1/21/2024,1/2/2024,123.18,USD,Training Corp,Travel,Corporate Card,TRUE,FALSE
EXP000272,EMP032,Sales,3/26/2024,3/7/2024,1898.47,USD,Restaurant A,Travel,Personal Card,TRUE,FALSE
EXP000273,EMP038,Sales,9/11/2024,8/15/2024,117.02,USD,Airlines Corp,Meals,Corporate Card,TRUE,FALSE
EXP000274,EMP047,Finance,12/15/2024,11/27/2024,1225.8,USD,Online Retailer,Technology,Corporate Card,TRUE,FALSE
EXP000275,EMP011,Finance,8/7/2024,7/27/2024,489.41,USD,Local Restaurant,Training,Personal Card,TRUE,TRUE
EXP000276,EMP008,Finance,5/7/2024,4/20/2024,85.73,USD,Training Corp,Office Supplies,Cash,TRUE,FALSE
EXP000277,EMP033,Finance,9/6/2024,8/10/2024,191.82,USD,Restaurant A,Office Supplies,Personal Card,TRUE,FALSE
EXP000278,EMP045,Sales,10/31/2024,10/13/2024,1635.49,USD,Airlines Corp,Travel,Cash,FALSE,FALSE
EXP000279,EMP037,Finance,4/28/2024,4/13/2024,625.1,USD,Hotel Chain,Technology,Cash,TRUE,FALSE
EXP000280,EMP043,Marketing,8/3/2024,7/29/2024,3697.5,USD,Training Corp,Technology,Cash,TRUE,TRUE
EXP000281,EMP038,HR,10/8/2024,9/26/2024,967.21,USD,Online Retailer,Training,Cash,TRUE,FALSE
EXP000282,EMP019,Marketing,1/20/2024,1/7/2024,755.51,USD,Local Restaurant,Training,Corporate Card,TRUE,FALSE
EXP000283,EMP025,Sales,1/16/2024,12/19/2023,139.33,USD,Local Restaurant,Meals,Corporate Card,TRUE,FALSE
EXP000284,EMP036,Sales,9/18/2024,9/3/2024,2314.08,USD,Training Corp,Travel,Personal Card,TRUE,FALSE
EXP000285,EMP040,Marketing,2/25/2024,2/9/2024,102.03,USD,Tech Store,Meals,Corporate Card,TRUE,FALSE
EXP000286,EMP047,Finance,5/23/2024,5/7/2024,1427.86,USD,Tech Store,Technology,Cash,TRUE,FALSE
EXP000287,EMP044,Engineering,12/4/2024,11/17/2024,1279.2,USD,Tech Store,Technology,Corporate Card,TRUE,FALSE
EXP000288,EMP006,Marketing,2/14/2024,2/8/2024,79.47,USD,Training Corp,Training,Personal Card,TRUE,FALSE
EXP000289,EMP005,Engineering,4/12/2024,3/15/2024,423.36,USD,Training Corp,Technology,Cash,TRUE,FALSE
EXP000290,EMP012,Engineering,9/12/2024,9/2/2024,199.59,USD,Training Corp,Office Supplies,Personal Card,TRUE,FALSE
EXP000291,EMP048,Engineering,1/20/2024,1/9/2024,374.47,USD,Office Store,Meals,Personal Card,TRUE,TRUE
EXP000292,EMP020,Finance,8/4/2024,7/17/2024,1506.74,USD,Airlines Corp,Technology,Personal Card,TRUE,FALSE
EXP000293,EMP034,Engineering,1/23/2024,1/16/2024,193.78,USD,Training Corp,Training,Personal Card,TRUE,FALSE
EXP000294,EMP049,Engineering,2/20/2024,2/3/2024,566.57,USD,Restaurant A,Training,Personal Card,TRUE,FALSE
EXP000295,EMP011,Marketing,10/14/2024,10/1/2024,50.03,USD,Tech Store,Meals,Cash,TRUE,FALSE
EXP000296,EMP045,Sales,11/10/2024,10/20/2024,723.33,USD,Office Store,Technology,Cash,TRUE,FALSE
EXP000297,EMP023,Sales,5/19/2024,5/3/2024,101.56,USD,Tech Store,Meals,Corporate Card,TRUE,FALSE
EXP000298,EMP027,Sales,7/24/2024,7/20/2024,91.98,USD,Training Corp,Meals,Corporate Card,TRUE,FALSE
EXP000299,EMP011,Engineering,10/24/2024,10/3/2024,92.65,USD,Tech Store,Office Supplies,Personal Card,TRUE,FALSE
EXP000300,EMP030,Engineering,2/12/2024,1/13/2024,95.66,USD,Training Corp,Training,Cash,TRUE,FALSE
EXP000301,EMP025,Sales,12/25/2024,12/10/2024,1006.05,USD,Office Store,Travel,Cash,FALSE,FALSE
EXP000302,EMP003,Finance,6/1/2024,5/4/2024,1123.95,USD,Airlines Corp,Technology,Corporate Card,TRUE,FALSE
EXP000303,EMP019,Finance,1/12/2024,1/1/2024,101.65,USD,Local Restaurant,Technology,Cash,FALSE,FALSE
EXP000304,EMP041,Marketing,12/9/2024,12/5/2024,1816.14,USD,Online Retailer,Travel,Corporate Card,TRUE,FALSE
EXP000305,EMP049,Sales,7/10/2024,6/17/2024,210.39,USD,Office Store,Technology,Personal Card,TRUE,FALSE
EXP000306,EMP025,Sales,9/18/2024,9/4/2024,748.59,USD,Hotel Chain,Technology,Cash,TRUE,FALSE
EXP000307,EMP026,Engineering,8/27/2024,8/27/2024,361.49,USD,Office Store,Training,Cash,TRUE,FALSE
EXP000308,EMP023,Finance,11/30/2024,11/12/2024,153.67,USD,Training Corp,Office Supplies,Personal Card,TRUE,FALSE
EXP000309,EMP028,Marketing,10/16/2024,9/21/2024,100.5,USD,Hotel Chain,Meals,Cash,TRUE,FALSE
EXP000310,EMP004,Finance,3/16/2024,3/16/2024,194.7,USD,Online Retailer,Office Supplies,Personal Card,TRUE,FALSE
EXP000311,EMP001,Sales,6/23/2024,6/5/2024,146.36,USD,Tech Store,Travel,Personal Card,TRUE,FALSE
EXP000312,EMP007,Finance,11/11/2024,10/31/2024,374.31,USD,Airlines Corp,Office Supplies,Personal Card,FALSE,FALSE
EXP000313,EMP045,Engineering,11/29/2024,11/2/2024,1194.76,USD,Airlines Corp,Technology,Corporate Card,TRUE,FALSE
EXP000314,EMP016,Finance,1/6/2024,12/15/2023,100.31,USD,Online Retailer,Office Supplies,Personal Card,TRUE,FALSE
EXP000315,EMP043,HR,10/9/2024,10/6/2024,218.67,USD,Office Store,Technology,Corporate Card,TRUE,TRUE
EXP000316,EMP011,Engineering,4/10/2024,3/18/2024,141.28,USD,Hotel Chain,Office Supplies,Personal Card,TRUE,FALSE
EXP000317,EMP040,Finance,7/24/2024,7/22/2024,1532.58,USD,Office Store,Technology,Personal Card,TRUE,FALSE
EXP000318,EMP030,HR,6/18/2024,5/29/2024,70.86,USD,Local Restaurant,Office Supplies,Corporate Card,TRUE,FALSE
EXP000319,EMP015,HR,5/23/2024,5/23/2024,203.81,USD,Airlines Corp,Training,Cash,TRUE,FALSE
EXP000320,EMP048,Finance,4/28/2024,4/9/2024,909.51,USD,Local Restaurant,Technology,Personal Card,FALSE,FALSE
EXP000321,EMP049,Sales,1/19/2024,1/16/2024,7718.79,USD,Hotel Chain,Travel,Cash,TRUE,TRUE
EXP000322,EMP035,Finance,7/3/2024,6/27/2024,242.93,USD,Restaurant A,Office Supplies,Corporate Card,TRUE,FALSE
EXP000323,EMP003,Sales,7/10/2024,6/19/2024,926.33,USD,Training Corp,Technology,Corporate Card,TRUE,FALSE
EXP000324,EMP049,Finance,6/24/2024,6/18/2024,892.36,USD,Hotel Chain,Technology,Cash,TRUE,FALSE
EXP000325,EMP049,HR,11/26/2024,11/9/2024,316.34,USD,Tech Store,Office Supplies,Personal Card,FALSE,FALSE
EXP000326,EMP033,Sales,1/18/2024,12/27/2023,1338.13,USD,Local Restaurant,Training,Personal Card,FALSE,TRUE
EXP000327,EMP043,Finance,9/16/2024,9/7/2024,896.54,USD,Airlines Corp,Office Supplies,Corporate Card,TRUE,TRUE
EXP000328,EMP020,Marketing,1/30/2024,1/3/2024,158.1,USD,Online Retailer,Office Supplies,Corporate Card,TRUE,TRUE
EXP000329,EMP019,Engineering,3/11/2024,3/5/2024,320.62,USD,Local Restaurant,Office Supplies,Personal Card,TRUE,FALSE
EXP000330,EMP023,Marketing,1/20/2024,1/6/2024,128.08,USD,Online Retailer,Meals,Corporate Card,TRUE,FALSE
EXP000331,EMP034,Marketing,6/23/2024,5/24/2024,675.09,USD,Training Corp,Travel,Cash,TRUE,FALSE
EXP000332,EMP049,Finance,8/20/2024,7/31/2024,99.3,USD,Training Corp,Meals,Corporate Card,TRUE,TRUE
EXP000333,EMP005,Marketing,6/24/2024,6/21/2024,365.81,USD,Hotel Chain,Travel,Corporate Card,TRUE,FALSE
EXP000334,EMP011,HR,2/26/2024,1/31/2024,666.02,USD,Local Restaurant,Training,Personal Card,TRUE,FALSE
EXP000335,EMP014,HR,6/24/2024,6/10/2024,931.55,USD,Office Store,Training,Cash,TRUE,FALSE
EXP000336,EMP041,Sales,5/30/2024,5/16/2024,1589.44,USD,Online Retailer,Travel,Cash,TRUE,FALSE
EXP000337,EMP013,Finance,9/13/2024,8/14/2024,238.71,USD,Office Store,Office Supplies,Corporate Card,TRUE,FALSE
EXP000338,EMP003,Finance,8/28/2024,8/10/2024,320.58,USD,Local Restaurant,Office Supplies,Cash,TRUE,FALSE
EXP000339,EMP002,Engineering,7/17/2024,6/30/2024,293.24,USD,Airlines Corp,Office Supplies,Personal Card,TRUE,FALSE
EXP000340,EMP018,HR,10/16/2024,9/19/2024,534.08,USD,Airlines Corp,Training,Personal Card,FALSE,FALSE
EXP000341,EMP010,Finance,6/1/2024,5/31/2024,885.24,USD,Tech Store,Technology,Corporate Card,TRUE,FALSE
EXP000342,EMP024,HR,2/8/2024,1/10/2024,2041.92,USD,Online Retailer,Training,Cash,FALSE,TRUE
EXP000343,EMP016,HR,8/15/2024,8/4/2024,69.49,USD,Tech Store,Training,Corporate Card,TRUE,FALSE
EXP000344,EMP049,Finance,6/30/2024,6/9/2024,163.7,USD,Restaurant A,Meals,Corporate Card,TRUE,TRUE
EXP000345,EMP002,Finance,3/29/2024,3/29/2024,974.5,USD,Training Corp,Technology,Cash,TRUE,FALSE
EXP000346,EMP031,HR,1/9/2024,12/29/2023,304.21,USD,Online Retailer,Office Supplies,Cash,TRUE,FALSE
EXP000347,EMP046,Finance,2/11/2024,1/18/2024,283.66,USD,Online Retailer,Office Supplies,Personal Card,TRUE,FALSE
EXP000348,EMP048,Finance,5/7/2024,4/16/2024,1284.06,USD,Online Retailer,Technology,Corporate Card,TRUE,FALSE
EXP000349,EMP021,HR,12/1/2024,11/7/2024,336.06,USD,Local Restaurant,Office Supplies,Cash,FALSE,FALSE
EXP000350,EMP021,Marketing,4/16/2024,3/24/2024,293.95,USD,Office Store,Office Supplies,Corporate Card,TRUE,TRUE
EXP000351,EMP015,Sales,2/29/2024,2/17/2024,306.39,USD,Training Corp,Technology,Cash,TRUE,FALSE
EXP000352,EMP035,Finance,4/18/2024,3/31/2024,227.36,USD,Training Corp,Office Supplies,Cash,TRUE,FALSE
EXP000353,EMP022,Sales,5/12/2024,5/12/2024,1262.22,USD,Local Restaurant,Technology,Cash,TRUE,FALSE
EXP000354,EMP003,Marketing,12/19/2024,12/1/2024,184.85,USD,Local Restaurant,Training,Corporate Card,TRUE,FALSE
EXP000355,EMP037,HR,3/23/2024,2/23/2024,97.51,USD,Local Restaurant,Office Supplies,Personal Card,TRUE,FALSE
EXP000356,EMP021,Marketing,5/10/2024,5/4/2024,454.5,USD,Training Corp,Technology,Personal Card,TRUE,FALSE
EXP000357,EMP025,Finance,8/31/2024,8/9/2024,244.37,USD,Training Corp,Office Supplies,Personal Card,TRUE,FALSE
EXP000358,EMP033,Marketing,8/31/2024,8/26/2024,1467.13,USD,Online Retailer,Travel,Cash,TRUE,FALSE
EXP000359,EMP032,HR,5/15/2024,5/12/2024,1784.93,USD,Training Corp,Training,Cash,TRUE,TRUE
EXP000360,EMP037,Finance,7/22/2024,6/30/2024,1517.41,USD,Local Restaurant,Technology,Corporate Card,TRUE,FALSE
EXP000361,EMP011,Marketing,9/13/2024,8/25/2024,264.82,USD,Local Restaurant,Office Supplies,Corporate Card,TRUE,TRUE
EXP000362,EMP023,HR,11/26/2024,11/15/2024,360.69,USD,Office Store,Technology,Corporate Card,TRUE,TRUE
EXP000363,EMP028,HR,1/27/2024,1/6/2024,1075.91,USD,Restaurant A,Training,Personal Card,TRUE,FALSE
EXP000364,EMP049,Sales,1/31/2024,1/22/2024,1974.99,USD,Office Store,Travel,Personal Card,FALSE,FALSE
EXP000365,EMP027,Engineering,10/2/2024,9/17/2024,1030.32,USD,Airlines Corp,Technology,Corporate Card,TRUE,FALSE
EXP000366,EMP050,Finance,6/12/2024,5/16/2024,225.52,USD,Office Store,Office Supplies,Personal Card,TRUE,FALSE
EXP000367,EMP009,HR,3/9/2024,2/17/2024,2717.36,USD,Training Corp,Training,Cash,TRUE,TRUE
EXP000368,EMP009,Engineering,12/5/2024,11/9/2024,179.42,USD,Hotel Chain,Office Supplies,Personal Card,TRUE,FALSE
EXP000369,EMP015,Engineering,6/4/2024,5/24/2024,171.41,USD,Online Retailer,Meals,Personal Card,TRUE,TRUE
EXP000370,EMP002,Finance,5/24/2024,4/29/2024,1088.17,USD,Airlines Corp,Technology,Corporate Card,TRUE,FALSE
EXP000371,EMP006,Finance,5/31/2024,5/20/2024,1279.93,USD,Training Corp,Technology,Personal Card,TRUE,FALSE
EXP000372,EMP045,Marketing,9/10/2024,8/20/2024,117.4,USD,Training Corp,Meals,Cash,TRUE,FALSE
EXP000373,EMP020,Sales,7/30/2024,7/8/2024,157.41,USD,Training Corp,Meals,Personal Card,TRUE,FALSE
EXP000374,EMP036,HR,2/14/2024,2/9/2024,125.38,USD,Office Store,Office Supplies,Corporate Card,TRUE,FALSE
EXP000375,EMP025,HR,5/25/2024,5/3/2024,281.08,USD,Local Restaurant,Training,Personal Card,TRUE,FALSE
EXP000376,EMP010,Finance,5/24/2024,5/14/2024,1552.69,USD,Training Corp,Technology,Corporate Card,TRUE,FALSE
EXP000377,EMP023,Sales,10/22/2024,10/4/2024,3813.11,USD,Airlines Corp,Travel,Cash,TRUE,FALSE
EXP000378,EMP026,HR,8/14/2024,7/28/2024,142.2,USD,Office Store,Office Supplies,Personal Card,TRUE,FALSE
EXP000379,EMP007,Marketing,1/16/2024,12/17/2023,948.14,USD,Airlines Corp,Training,Personal Card,TRUE,FALSE
EXP000380,EMP001,HR,3/4/2024,2/7/2024,1000.94,USD,Hotel Chain,Training,Cash,TRUE,FALSE
EXP000381,EMP025,Engineering,3/27/2024,3/25/2024,454.95,USD,Tech Store,Technology,Corporate Card,TRUE,FALSE
EXP000382,EMP044,Marketing,6/9/2024,5/11/2024,692.35,USD,Restaurant A,Travel,Cash,TRUE,FALSE
EXP000383,EMP022,Finance,9/30/2024,9/17/2024,90.35,USD,Restaurant A,Office Supplies,Corporate Card,TRUE,FALSE
EXP000384,EMP047,Marketing,4/3/2024,4/3/2024,3255.22,USD,Tech Store,Travel,Corporate Card,TRUE,FALSE
EXP000385,EMP013,HR,5/28/2024,5/19/2024,299.41,USD,Office Store,Office Supplies,Corporate Card,TRUE,FALSE
EXP000386,EMP001,HR,6/16/2024,5/20/2024,85.63,USD,Office Store,Office Supplies,Personal Card,TRUE,FALSE
EXP000387,EMP034,Sales,8/23/2024,8/10/2024,278.98,USD,Tech Store,Technology,Personal Card,TRUE,FALSE
EXP000388,EMP020,Marketing,5/14/2024,4/21/2024,559.43,USD,Tech Store,Technology,Personal Card,TRUE,FALSE
EXP000389,EMP050,Marketing,12/27/2024,12/6/2024,52.59,USD,Airlines Corp,Technology,Personal Card,TRUE,FALSE
EXP000390,EMP034,Marketing,1/7/2024,12/16/2023,457.29,USD,Training Corp,Office Supplies,Cash,TRUE,TRUE
EXP000391,EMP015,Marketing,8/23/2024,8/6/2024,266.05,USD,Training Corp,Training,Corporate Card,FALSE,FALSE
EXP000392,EMP038,Engineering,6/27/2024,6/6/2024,302.93,USD,Online Retailer,Training,Cash,TRUE,FALSE
EXP000393,EMP023,Marketing,12/7/2024,11/7/2024,135.74,USD,Tech Store,Meals,Corporate Card,TRUE,FALSE
EXP000394,EMP012,HR,12/31/2024,12/30/2024,144.96,USD,Local Restaurant,Office Supplies,Personal Card,TRUE,FALSE
EXP000395,EMP008,Finance,8/14/2024,8/9/2024,6080.14,USD,Airlines Corp,Travel,Cash,TRUE,TRUE
EXP000396,EMP019,Engineering,1/25/2024,1/20/2024,1076.57,USD,Training Corp,Technology,Personal Card,TRUE,FALSE
EXP000397,EMP030,Sales,12/27/2024,11/29/2024,155.67,USD,Training Corp,Meals,Corporate Card,TRUE,FALSE
EXP000398,EMP040,Finance,5/16/2024,5/12/2024,422.34,USD,Local Restaurant,Technology,Corporate Card,FALSE,FALSE
EXP000399,EMP011,Finance,7/31/2024,7/12/2024,823.66,USD,Training Corp,Technology,Personal Card,TRUE,FALSE
EXP000400,EMP045,HR,1/3/2024,12/16/2023,940.22,USD,Training Corp,Training,Corporate Card,TRUE,FALSE
EXP000401,EMP007,Finance,3/10/2024,2/9/2024,261.13,USD,Airlines Corp,Technology,Personal Card,TRUE,FALSE
EXP000402,EMP001,Sales,6/16/2024,5/26/2024,2693.13,USD,Airlines Corp,Technology,Cash,FALSE,TRUE
EXP000403,EMP021,Marketing,11/2/2024,10/8/2024,685.9,USD,Tech Store,Office Supplies,Personal Card,TRUE,TRUE
EXP000404,EMP033,Finance,5/11/2024,5/9/2024,874.39,USD,Hotel Chain,Office Supplies,Cash,TRUE,TRUE
EXP000405,EMP014,HR,3/18/2024,3/9/2024,500.4,USD,Tech Store,Training,Cash,TRUE,FALSE
EXP000406,EMP034,Marketing,1/6/2024,12/14/2023,1453.55,USD,Tech Store,Technology,Personal Card,TRUE,FALSE
EXP000407,EMP006,Sales,8/27/2024,8/14/2024,140.72,USD,Office Store,Meals,Cash,TRUE,FALSE
EXP000408,EMP009,Finance,1/25/2024,1/25/2024,1542.63,USD,Airlines Corp,Technology,Personal Card,TRUE,FALSE
EXP000409,EMP012,Engineering,2/28/2024,1/31/2024,124.17,USD,Office Store,Office Supplies,Cash,TRUE,FALSE
EXP000410,EMP002,HR,5/5/2024,5/1/2024,330.56,USD,Online Retailer,Office Supplies,Cash,TRUE,FALSE
EXP000411,EMP041,Sales,1/22/2024,1/1/2024,326.57,USD,Local Restaurant,Office Supplies,Cash,TRUE,TRUE
EXP000412,EMP034,Marketing,2/25/2024,2/7/2024,597.52,USD,Hotel Chain,Training,Personal Card,TRUE,FALSE
EXP000413,EMP024,HR,5/23/2024,5/15/2024,303.62,USD,Online Retailer,Office Supplies,Cash,TRUE,FALSE
EXP000414,EMP046,HR,9/15/2024,9/2/2024,283.58,USD,Restaurant A,Office Supplies,Corporate Card,TRUE,FALSE
EXP000415,EMP044,Finance,4/6/2024,3/13/2024,262.14,USD,Office Store,Office Supplies,Cash,TRUE,FALSE
EXP000416,EMP001,Engineering,1/7/2024,12/17/2023,721.17,USD,Restaurant A,Technology,Corporate Card,TRUE,FALSE
EXP000417,EMP005,HR,2/14/2024,1/15/2024,429.84,USD,Airlines Corp,Training,Cash,FALSE,FALSE
EXP000418,EMP008,Sales,9/24/2024,9/5/2024,158.62,USD,Restaurant A,Meals,Cash,TRUE,FALSE
EXP000419,EMP018,Marketing,12/25/2024,12/13/2024,663.17,USD,Hotel Chain,Training,Corporate Card,TRUE,FALSE
EXP000420,EMP028,Finance,3/5/2024,3/2/2024,275.86,USD,Online Retailer,Office Supplies,Corporate Card,TRUE,FALSE
EXP000421,EMP044,Engineering,3/11/2024,2/16/2024,260.22,USD,Restaurant A,Technology,Corporate Card,TRUE,FALSE
EXP000422,EMP008,Finance,12/20/2024,12/4/2024,1318.17,USD,Office Store,Technology,Cash,TRUE,FALSE
EXP000423,EMP044,HR,6/5/2024,5/15/2024,173.56,USD,Tech Store,Office Supplies,Corporate Card,TRUE,FALSE
EXP000424,EMP019,HR,6/30/2024,6/7/2024,2210.84,USD,Restaurant A,Training,Corporate Card,TRUE,TRUE
EXP000425,EMP027,Sales,10/9/2024,9/25/2024,154.24,USD,Tech Store,Meals,Cash,TRUE,FALSE
EXP000426,EMP010,Engineering,5/18/2024,5/16/2024,570.9,USD,Local Restaurant,Training,Corporate Card,TRUE,FALSE
EXP000427,EMP038,Sales,11/2/2024,10/24/2024,306.75,USD,Hotel Chain,Office Supplies,Personal Card,TRUE,TRUE
EXP000428,EMP035,HR,6/1/2024,5/21/2024,2892.14,USD,Hotel Chain,Technology,Cash,TRUE,TRUE
EXP000429,EMP035,Sales,3/1/2024,2/12/2024,1148.89,USD,Online Retailer,Travel,Personal Card,TRUE,FALSE
EXP000430,EMP006,Marketing,6/27/2024,6/25/2024,859.94,USD,Hotel Chain,Technology,Cash,TRUE,FALSE
EXP000431,EMP038,Engineering,2/23/2024,1/26/2024,224.92,USD,Local Restaurant,Office Supplies,Cash,TRUE,FALSE
EXP000432,EMP013,Marketing,10/8/2024,10/3/2024,139.56,USD,Airlines Corp,Meals,Cash,TRUE,FALSE
EXP000433,EMP023,Sales,11/8/2024,10/17/2024,138.59,USD,Training Corp,Meals,Personal Card,TRUE,FALSE
EXP000434,EMP012,Engineering,12/4/2024,11/30/2024,1575.91,USD,Airlines Corp,Technology,Cash,FALSE,FALSE
EXP000435,EMP041,Sales,1/11/2024,1/5/2024,1192.63,USD,Online Retailer,Technology,Corporate Card,TRUE,FALSE
EXP000436,EMP043,Finance,10/17/2024,9/29/2024,575.41,USD,Training Corp,Technology,Corporate Card,TRUE,FALSE
EXP000437,EMP038,Engineering,10/22/2024,10/10/2024,140.96,USD,Restaurant A,Meals,Cash,TRUE,TRUE
